-1.058525888987249317e+02 1.031441306076740290e+02
-1.588238912776081122e+02 1.205732604054007879e+02
-1.378289638841325768e+02 1.220686012767492201e+02
-1.160028864966800342e+02 1.120224150903169260e+02
-2.418756883816916456e+02 1.247244941270464125e+02
-1.905345190276356391e+02 1.228764798735605837e+02
-2.105977843189566840e+02 1.250131018597621591e+02
-1.236175431276358410e+02 1.283384691849132935e+02
2.119330195811067519e+00 1.191385112400991346e+02
1.756554999307875065e+00 9.784703799579037309e+01
1.594397043022192983e+00 8.861141644521960359e+01
-3.626796868128244569e+02 9.772229289558350729e+01
-1.698536603242631884e+02 1.015844098471666967e+02
-1.907809246191988279e+02 1.008604450907272962e+02
-2.030925373061707830e+02 9.333841384137227237e+01
-1.765234292244763594e+02 9.577211573083003771e+01
-1.467224047857928042e+02 9.628723196440242305e+01
-1.025208667856239089e+02 8.015345186684243117e+01
-1.371124365284026112e+02 8.847256628500859676e+01
-2.666969581610326259e+02 1.086970966485384196e+02
-1.969918212685945491e+02 1.009838397049987577e+02
-3.172084953659705775e+02 1.035113601234298955e+02
-3.740147088923454248e+02 1.265387526914432073e+02
-1.650315979545459868e+02 8.731941470621561052e+01
1.351517515896425436e+00 7.537081251217381350e+01
-3.779209229026034222e+02 1.152637243893098002e+02
-3.152469684665945806e+02 1.033806392277636235e+02
-1.619794360358792176e+02 8.930855371052655300e+01
-3.144323230561623177e+02 1.125486473213048555e+02
-2.237361779438024598e+02 1.174809318988573068e+02
-1.448038403992796930e+02 9.410164415658384485e+01
-7.224149512666798501e+01 6.867956261645431937e+01
-4.816287965470502996e+01 6.743622644819841128e+01
-2.469328629136417987e+02 1.004740981581381760e+02
-2.591147407366448761e+02 8.951782456413657485e+01
-5.720270597920633691e+02 1.415867295454462464e+02
-3.556823784676669220e+02 1.209974384944952845e+02
-1.209298236155273685e+02 8.794330538993209245e+01
1.358240726730652881e+00 7.531735688178369514e+01
1.347817331516436790e+00 7.540023233753238685e+01
1.316764803778494031e+00 7.564712812681622722e+01
1.309146777113811666e+00 7.570769835549566551e+01
1.311154066679426355e+00 7.569173858095473406e+01
-5.211825601114888968e+02 1.452092766013114726e+02
-2.271597236106846935e+02 9.532460233662001770e+01
-9.874225807143901079e+01 6.540228281666529142e+01
-1.236473431569045829e+02 8.069609593897357058e+01
-2.419266610684441616e+02 1.014718623572889840e+02
-3.773108906369582769e+02 1.206961307798635374e+02
-3.586742402390123061e+02 1.130968864124728839e+02
-2.634880353915356750e+02 1.098471471154056047e+02
1.504898324062040604e+00 8.411253386534725962e+01
1.419347092313267611e+00 7.906160878569906458e+01
1.590394369698612698e+00 8.989387932213028876e+01
1.504127428670060995e+00 8.505674529170457276e+01
1.545443812353402002e+00 8.705553730837267778e+01
1.620557045966897425e+00 9.053972076090472854e+01
1.733925734091329884e+00 9.688060407985973654e+01
1.005983942975430256e+00 5.676543004543686521e+01
1.354347068657593134e+00 7.534831499866429283e+01
1.898505836413578951e+00 1.070972840224278286e+02
1.845130114143769706e+00 1.051147036105520272e+02
1.787976540796488489e+00 1.012967427776339377e+02
1.879912993288847201e+00 1.053070153497357495e+02
2.080312461476711672e+00 1.166996465232779769e+02
1.679652207448981915e+00 9.371711527923274332e+01
1.459235362399751157e+00 8.103688749161746330e+01
1.657388253548123025e+00 9.227900112576793390e+01
1.830604433968059608e+00 1.031979519258728288e+02
2.047503793692877938e+00 1.150201048046558441e+02
2.035549413152357712e+00 1.144899686457952157e+02
1.946313079935465540e+00 1.094682921005729952e+02
1.611191979649707173e+00 9.066617450143220935e+01
1.197641571133164495e+00 6.660017585528061090e+01
1.390544889222056213e+00 7.705039255681576549e+01
1.575877001344659467e+00 8.887111188923270788e+01
2.106478452285470038e+00 1.193300511078479218e+02
1.319473435481492096e+00 7.562559204550797176e+01
1.957045200578092947e+00 1.092556655578401177e+02
1.395900708104442334e+00 7.705991916588259016e+01
1.313929635686097885e+00 7.265764001660348015e+01
1.716236581885266066e+00 9.644835480066566902e+01
1.359003841441805083e+00 7.777033140126449950e+01
8.625342439465252253e-01 4.904856896702049340e+01
1.197384246154036047e+00 6.842660375366756398e+01
1.335552118071394512e+00 7.549686910894307346e+01
1.380885504610598113e+00 7.716874179667259170e+01
1.142429057370144552e+00 6.328781994186280713e+01
1.822706099316456108e+00 1.027400892956245002e+02
2.039772070759125366e+00 1.151663816650077337e+02
2.309043013199278516e+00 1.297701865469649363e+02
2.289086516012462269e+00 1.287305333230688404e+02
2.047230650533955032e+00 1.149706272265561751e+02
1.413168009998648333e+00 7.905865540523267043e+01
9.814548049047197020e-01 5.383444412289475878e+01
1.238676641891932384e+00 6.856656409010594189e+01
1.879195628897382786e+00 1.056252881310689986e+02
1.745069587544236134e+00 9.825087327186683694e+01
1.866411811242122187e+00 1.047890659293078670e+02
2.049966006251484618e+00 1.148964509221012662e+02
1.393395980948245905e+00 7.744418263419778725e+01
1.269061853436399101e+00 7.087762102477574899e+01
1.680272809560064085e+00 9.433736267812395226e+01
1.899996553659037302e+00 1.069712834795416256e+02
2.000568002130885592e+00 1.126323527458403078e+02
1.434112576118480309e+00 8.040292132097911804e+01
1.896550477326837125e+00 1.059563211643631178e+02
1.574704103283467216e+00 8.762174753294043228e+01
1.497943301715779496e+00 8.323003156041015416e+01
2.023611178816623113e+00 1.135950493535624304e+02
2.151667507322527761e+00 1.209653938912229023e+02
2.367356580494628826e+00 1.323806453946568240e+02
2.042557522727112662e+00 1.143822769352568116e+02
2.168660211904928303e+00 1.209868033423033893e+02
1.590155003898940933e+00 8.848897559281064673e+01
1.192610290053075506e+00 6.632754883851173133e+01
2.127610305258181622e+00 1.188644572305181839e+02
2.343412929106937437e+00 1.315292956625645502e+02
